BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B009080,Healthcare,1989.0,115.41,6,17090.17,Hydro,41.35,Electricity,25.92,29.0,0.65,37.62
B009081,Religious,2000.0,628.63,15,2795.93,Solar,73.41,Electricity,6.09,-1.46,10.81,52.71
B009082,Educational,,241.68,10,168.3,Geothermal,54.16,Biomass,6.14,36.54,3.34,21.11
B009083,Commercial,2021.0,213.69,4,8611.13,Solar,83.15,Electricity,37.79,-11.87,7.92,110.25
B009084,Residential,2001.0,82.93,16,4431.93,Wind,65.86,Mixed Sources,28.82,42.3,9.13,105.8
B009085,Residential,,53.75,2,19531.4,Hydro,68.45,Electricity,38.22,-0.8,1.18,20.42
B009086,Residential,,212.69,18,5492.88,Solar,67.05,Electricity,13.02,22.36,8.84,34.51
B009087,Government,,154.68,23,3483.31,Solar,78.26,Biomass,12.27,39.13,10.92,76.57
B009088,Government,,392.85,8,9749.07,Hydro,62.31,Biomass,36.95,43.99,5.79,1.45
B009089,Residential,,46.73,13,1145.96,Wind,69.6,Biomass,49.27,13.84,2.36,48.43
B009090,Industrial,,528.49,9,15904.28,Hydro,75.94,Electricity,41.44,-9.6,0.07,
B009091,Commercial,,63.16,18,10705.77,Wind,87.47,Electricity,43.72,16.73,5.11,89.53
B009092,Agricultural,,323.45,19,7330.72,Wind,36.33,Electricity,10.35,-12.67,10.13,82.42
B009093,Industrial,,366.76,10,5582.11,Solar,84.66,Biomass,32.32,-4.63,1.42,87.95
B009094,Government,,442.04,2,12800.91,Hydro,62.24,Electricity,28.07,14.9,1.55,44.17
B009095,Healthcare,,33.16,1,5770.43,Hydro,42.41,Electricity,48.53,41.75,5.05,46.24
B009096,Residential,,63.34,6,2141.93,Geothermal,21.24,Electricity,29.52,36.89,8.09,103.86
B009097,Agricultural,,507.77,1,2803.47,Wind,57.66,Electricity,24.28,37.65,3.46,76.08
B009098,Recreational,,587.74,3,4659.82,Wind,34.81,Electricity,14.29,35.02,0.2,44.6
B009099,Commercial,,447.37,3,13370.49,Wind,86.25,Biomass,5.2,20.59,8.45,81.56
B009100,Healthcare,,151.75,23,3103.43,Solar,90.53,Biomass,12.97,15.04,3.91,77.56
B009101,Residential,,14.85,4,8077.36,,53.88,Electricity,38.92,33.9,9.9,55.39
B009102,Commercial,,872.03,2,4386.46,,74.88,Biomass,14.13,17.44,4.53,8.4
B009103,Residential,1906.0,35.32,10,19205.41,Hydro,76.09,Electricity,49.68,34.71,6.62,114.97
B009104,Residential,,18.41,22,8426.7,Solar,53.98,Electricity,49.93,40.39,3.21,115.93
B009105,Educational,1989.0,194.16,3,4238.12,Solar,93.92,Biomass,27.33,18.49,10.45,76.86
B009106,Healthcare,1918.0,51.57,18,9368.22,Solar,85.26,Electricity,24.03,-6.91,8.35,116.48
B009107,Commercial,,194.89,0,14023.62,Hydro,70.46,Biomass,22.11,-7.68,9.95,8.31
B009108,Healthcare,,98.59,0,3136.25,Wind,36.07,Electricity,23.0,-6.53,7.91,110.23
B009109,Government,,70.43,14,1070.6,Wind,85.81,Electricity,34.57,-18.87,0.92,70.48
B009110,Residential,,46.89,15,5729.7,Hydro,75.06,Electricity,21.96,41.59,6.71,20.72
B009111,Commercial,,459.36,19,14270.61,Wind,39.12,Biomass,12.85,-6.34,8.53,35.38
B009112,Retail,,66.66,12,14298.63,Wind,56.98,Electricity,42.2,43.38,11.23,86.41
B009113,Healthcare,1944.0,49.5,4,3907.28,Solar,58.42,Electricity,25.16,-18.2,0.93,55.41
B009114,Commercial,1989.0,237.84,21,10327.11,Wind,60.33,Mixed Sources,11.07,44.24,8.13,49.53
B009115,Industrial,,1756.83,3,4733.41,Solar,,Mixed Sources,13.75,-4.91,7.43,107.6
B009116,Residential,,51.67,2,0.0,Tidal,0.0,Coal,44.78,9.7,4.19,30.98
B009117,Residential,,26.22,14,7064.3,Wind,62.56,Electricity,32.38,-8.11,5.6,13.27
B009118,Residential,2018.0,29.21,8,18520.89,Hydro,45.79,Electricity,41.24,17.34,2.56,28.9
B009119,Educational,,241.28,9,14051.79,Wind,59.02,Electricity,48.97,16.17,7.64,52.05
B009120,Educational,,186.52,18,2314.08,Geothermal,48.47,Mixed Sources,42.45,-7.64,11.13,102.52
B009121,Commercial,,229.9,10,4543.57,Solar,96.25,Electricity,48.22,27.98,1.27,72.63
B009122,Residential,,115.16,22,9006.64,Solar,84.06,Electricity,21.72,-11.04,6.55,27.17
B009123,Industrial,,215.92,18,8956.59,Wind,80.97,Biomass,23.92,-0.48,9.38,72.16
B009124,Residential,,361.92,14,7812.37,Hydro,,Electricity,6.04,33.75,4.06,49.92
B009125,Residential,,88.94,7,14694.19,Wind,,Biomass,22.24,35.39,6.32,54.69
B009126,Commercial,,549.57,3,1508.4,Geothermal,35.01,Biomass,16.88,42.5,8.08,83.49
B009127,Commercial,,331.68,12,9565.12,Wind,37.55,Electricity,15.27,21.84,11.59,0.07
B009128,Residential,,64.09,11,7043.84,Solar,74.97,Electricity,38.8,22.46,2.26,12.3
B009129,Residential,,39.34,14,8136.83,Solar,80.49,Electricity,36.13,34.54,5.13,91.64
B009130,Industrial,,4161.97,3,607.8,Solar,82.48,Electricity,5.01,-4.31,8.69,83.38
B009131,Residential,,134.14,10,3727.85,Solar,71.16,Electricity,9.21,11.72,6.61,5.57
B009132,Residential,1990.0,64.48,8,4480.42,Solar,80.67,Electricity,39.65,-0.92,2.89,59.54
B009133,Hospitality,,49.6,2,9270.55,Solar,65.69,Biomass,39.12,-12.45,4.52,50.48
B009134,Residential,,31.86,8,3490.65,Solar,77.35,Electricity,46.42,-3.36,10.85,69.77
B009135,Residential,,102.04,2,14555.12,Hydro,64.96,Mixed Sources,22.78,20.14,9.46,70.48
B009136,Government,,166.8,14,18740.05,Hydro,79.0,Electricity,32.61,4.88,10.48,106.58
B009137,Commercial,,234.37,20,14464.13,Hydro,70.19,Electricity,43.44,-11.65,9.88,79.96
B009138,Residential,,83.75,5,11839.68,Wind,82.97,Electricity,28.83,24.37,3.5,45.37
B009139,Industrial,,679.91,23,798.78,Solar,53.97,Mixed Sources,23.58,5.89,5.94,21.52
B009140,Industrial,,2386.39,7,10109.36,Wind,68.36,Electricity,7.33,18.67,2.37,18.68
B009141,Industrial,,1939.18,14,11564.93,Wind,81.18,Electricity,11.84,-15.33,4.18,43.17
B009142,Residential,,121.11,8,2055.99,Solar,97.26,Biomass,21.79,-4.4,9.91,58.98
B009143,Industrial,,435.38,0,2531.37,Geothermal,22.94,Electricity,46.03,40.0,3.8,63.2
B009144,Sports,,367.09,9,4327.15,Geothermal,34.37,Electricity,39.45,30.15,8.18,17.58
B009145,Residential,,100.26,2,5000.13,Wind,69.88,Electricity,25.06,15.23,2.34,17.54
B009146,Residential,,203.09,20,4369.71,Solar,69.6,Electricity,7.37,27.04,11.96,53.8
B009147,Commercial,1936.0,228.97,12,2654.68,Solar,57.6,Biomass,21.64,3.67,9.96,
B009148,Commercial,2012.0,422.3,14,16774.78,Hydro,51.4,Biomass,35.19,10.52,9.87,116.58
B009149,Residential,,124.53,22,9132.84,Hydro,40.64,Biomass,22.0,42.87,3.6,83.48
B009150,Commercial,,61.14,15,2774.87,Solar,98.11,Mixed Sources,33.31,1.24,4.81,52.27
B009151,Industrial,,525.29,19,8085.9,Hydro,54.31,Electricity,40.73,-3.63,8.93,87.71
B009152,Residential,,50.12,13,9109.87,Solar,90.91,Electricity,31.41,-18.42,7.92,16.49
B009153,Educational,,378.81,4,7160.56,Hydro,69.77,Electricity,26.47,-7.65,6.77,50.73
B009154,Residential,,31.63,9,1235.85,,77.34,Electricity,24.05,16.13,6.23,40.79
B009155,Healthcare,,40.86,8,7004.54,Solar,66.72,Electricity,49.56,3.59,4.53,81.71
B009156,Residential,2005.0,57.2,16,2427.9,Geothermal,31.9,Biomass,44.57,-16.06,4.59,51.37
B009157,Sports,2011.0,152.17,11,4201.61,Solar,56.92,Electricity,23.25,-5.45,11.8,34.92
B009158,Industrial,,310.42,3,9019.56,Solar,54.99,Mixed Sources,32.12,22.58,1.73,104.41
B009159,Industrial,2009.0,718.31,2,5777.14,Solar,92.48,Electricity,27.06,0.96,8.9,34.24
B009160,Sports,,298.6,17,0.0,Tidal,0.0,Coal,38.22,-14.61,1.62,113.67
B009161,Educational,,414.91,14,9830.43,Hydro,64.92,Biomass,25.39,-19.81,0.83,
B009162,Residential,,61.95,20,3045.6,Geothermal,36.1,Electricity,41.78,-14.2,10.88,11.87
B009163,Industrial,,788.18,12,1155.11,Solar,67.11,Electricity,26.4,-14.73,10.81,111.2
B009164,Religious,,340.14,0,6564.49,Hydro,65.26,Electricity,28.41,-0.65,3.06,6.16
B009165,Hospitality,,250.16,5,6991.26,Solar,94.91,Mixed Sources,48.51,41.11,4.31,28.13
B009166,Religious,,198.83,17,7580.82,Solar,95.23,Mixed Sources,28.75,40.08,4.91,45.28
B009167,Healthcare,,22.52,22,8998.71,Wind,46.63,Electricity,45.17,-6.83,10.42,94.02
B009168,Retail,,314.63,7,7325.7,Wind,77.21,Electricity,13.5,-19.3,6.95,112.08
B009169,Industrial,,483.81,0,4058.28,,76.44,Electricity,49.42,30.49,11.52,1.32
B009170,Commercial,,958.25,5,3577.6,,48.49,Mixed Sources,11.17,4.86,8.26,15.8
B009171,Residential,,16.38,18,3413.67,Wind,60.77,Electricity,33.97,37.6,4.19,79.16
B009172,Residential,,21.16,22,11754.08,Wind,71.4,Electricity,42.89,7.01,8.3,67.15
B009173,Commercial,,245.24,16,6345.37,,80.04,Electricity,37.28,25.1,5.18,117.47
B009174,Commercial,,97.85,19,5711.67,Wind,69.21,Electricity,34.37,42.69,10.5,92.62
B009175,Industrial,2011.0,446.66,21,0.0,None,0.0,Oil,38.54,27.51,8.71,83.29
B009176,Residential,2009.0,185.17,19,14671.71,Wind,89.43,Electricity,7.49,19.85,5.04,89.86
B009177,Commercial,,217.16,9,4828.74,Wind,65.81,Biomass,49.82,2.02,1.72,16.06
B009178,Healthcare,,50.12,14,1842.74,Solar,63.37,Biomass,42.09,15.15,7.19,114.23
B009179,Commercial,,969.84,9,1602.0,Wind,79.66,Electricity,14.97,31.58,9.0,102.34
B009180,Educational,2001.0,160.53,10,10796.65,Wind,34.22,Biomass,17.0,8.39,11.31,35.41
B009181,Commercial,1990.0,788.11,17,7090.49,Wind,55.53,Electricity,15.59,-8.73,10.38,2.04
B009182,Industrial,,3891.44,13,4453.01,Geothermal,59.73,Electricity,5.71,36.8,4.45,79.99
B009183,Residential,,75.79,19,1737.24,Wind,74.35,Electricity,28.78,0.49,5.98,93.95
B009184,Educational,1998.0,151.23,12,2598.49,Solar,57.41,Electricity,28.44,36.14,1.07,79.92
B009185,Agricultural,,212.59,19,4427.54,Solar,52.39,Mixed Sources,27.46,-3.22,7.11,26.26
B009186,Commercial,1917.0,427.52,13,2861.46,Geothermal,,Electricity,33.97,31.6,7.49,84.35
B009187,Commercial,,756.11,21,5752.2,Biomass,24.66,Electricity,13.01,34.06,1.83,105.58
B009188,Residential,,280.01,5,4310.86,Wind,41.02,Electricity,10.2,22.11,8.45,114.53
B009189,Retail,,111.56,16,3727.16,Wind,39.36,Biomass,41.6,3.85,9.31,20.37
B009190,Residential,,51.24,8,6244.16,,62.0,Electricity,33.46,-17.76,3.99,39.69
B009191,Industrial,2011.0,138.5,10,0.0,None,0.0,Natural Gas,42.77,-10.38,9.51,19.12
B009192,Residential,,23.46,10,8291.21,Wind,47.13,Mixed Sources,30.36,12.14,6.98,119.6
B009193,Residential,,64.61,10,563.62,Geothermal,,Biomass,39.11,44.17,6.15,3.47
B009194,Hospitality,,726.72,21,3114.17,Solar,97.83,Electricity,12.13,-3.27,9.94,
B009195,Residential,,173.82,14,7008.81,Wind,72.19,Electricity,11.83,39.61,0.32,21.05
B009196,Educational,1990.0,691.11,15,9068.32,Solar,82.02,Biomass,19.31,-11.28,0.92,3.84
B009197,Residential,,39.82,8,1619.3,Wind,85.46,Mixed Sources,25.09,24.15,2.82,28.76
B009198,Healthcare,,162.88,17,8725.52,Hydro,,Electricity,17.67,6.65,4.28,61.81
B009199,Educational,,332.13,15,8339.52,Solar,58.28,Electricity,39.48,15.62,5.03,
B009200,Residential,1983.0,27.0,15,3465.62,Solar,90.17,Biomass,45.99,37.83,4.34,47.31
B009201,Healthcare,2004.0,21.8,13,5223.27,Solar,61.32,Biomass,29.65,30.22,1.16,42.69
B009202,Religious,,323.27,15,5903.68,Biomass,24.82,Biomass,40.73,24.74,1.09,12.57
B009203,Commercial,,68.21,11,6329.94,Solar,51.45,Electricity,29.18,36.56,0.14,50.1
B009204,Government,,598.3,23,4481.27,Solar,81.51,Mixed Sources,18.09,24.95,10.46,45.48
B009205,Residential,,46.63,0,8480.27,Wind,50.3,Biomass,21.81,9.31,2.79,23.02
B009206,Healthcare,1932.0,26.33,11,1904.57,Wind,71.38,Electricity,46.34,-12.58,4.31,64.71
B009207,Hospitality,,615.36,6,2009.61,Hydro,41.02,Mixed Sources,17.73,-18.32,9.04,65.29
B009208,Industrial,,936.78,17,5720.89,Solar,79.93,Electricity,12.42,40.17,1.54,35.58
B009209,Commercial,,289.49,15,12579.14,Hydro,40.03,Electricity,43.19,35.29,4.58,2.42
B009210,Industrial,1942.0,489.97,22,9392.25,Wind,49.01,Biomass,49.86,15.26,0.37,52.76
B009211,Commercial,,32.62,18,3954.23,Wind,78.15,Electricity,49.39,41.56,7.63,92.34
B009212,Retail,,317.82,5,2133.33,Geothermal,33.24,Electricity,32.43,-14.36,1.69,70.42
B009213,Healthcare,,72.77,7,2842.07,Solar,62.17,Mixed Sources,29.03,-10.14,5.71,59.6
B009214,Residential,,96.69,1,8105.84,Solar,67.5,Mixed Sources,28.46,41.04,9.44,94.64
B009215,Residential,,150.49,10,1463.15,Wind,56.88,Electricity,13.8,-18.71,9.14,99.65
B009216,Commercial,2023.0,284.0,19,10446.13,Wind,62.39,Biomass,36.58,-10.45,3.12,30.77
B009217,Residential,,65.3,16,12049.91,Wind,60.72,Electricity,19.9,16.42,5.34,59.12
B009218,Commercial,,290.62,11,9574.66,Solar,70.98,Biomass,27.39,16.84,10.87,9.11
B009219,Commercial,,237.68,16,2281.4,Solar,74.27,Electricity,24.89,44.98,2.64,103.72
B009220,Religious,,269.92,4,8540.91,Wind,,Biomass,38.15,-10.32,9.08,112.59
B009221,Residential,,48.86,19,9506.66,Hydro,59.94,Biomass,42.63,19.5,5.87,62.37
B009222,Religious,,324.35,17,1731.71,Wind,76.48,Electricity,38.88,10.76,0.84,54.74
B009223,Industrial,,278.2,4,5718.66,Wind,81.53,Electricity,26.39,-14.86,8.66,9.7
B009224,Government,,297.54,6,764.49,Geothermal,28.48,Electricity,42.89,15.11,4.67,50.19
B009225,Government,,243.27,19,3096.85,Solar,64.16,Electricity,24.97,-16.52,2.92,83.18
B009226,Commercial,,43.34,3,16236.24,Hydro,71.38,Electricity,35.99,2.18,2.0,84.71
B009227,Government,2001.0,80.93,3,1108.91,Geothermal,23.49,Electricity,46.92,38.36,9.4,103.21
B009228,Educational,1994.0,50.96,17,1076.98,Solar,92.82,Electricity,22.06,15.19,9.49,13.69
B009229,Healthcare,1998.0,24.35,15,17822.94,Hydro,67.6,Electricity,36.68,33.04,2.09,95.38
B009230,Hospitality,1987.0,329.3,18,4210.52,Geothermal,58.61,Electricity,45.37,41.63,7.18,8.64
B009231,Educational,,1183.12,21,3585.96,Hydro,,Electricity,12.15,10.09,9.53,53.11
B009232,Residential,1902.0,61.29,9,10820.83,Wind,41.28,Biomass,31.76,9.63,10.82,12.15
B009233,Religious,,138.47,18,5113.88,Wind,34.64,Biomass,49.95,5.84,7.9,11.27
B009234,Educational,,276.96,8,7525.15,,95.09,Mixed Sources,25.19,-12.44,1.76,33.38
B009235,Residential,,47.07,10,17876.56,Hydro,62.92,Electricity,47.71,19.51,1.49,
B009236,Commercial,,246.49,9,7609.06,Solar,79.57,Electricity,34.82,32.4,5.42,83.68
B009237,Hospitality,2019.0,380.8,4,11590.19,Wind,62.41,Electricity,31.33,28.81,1.13,59.29
B009238,Residential,2016.0,101.09,9,13651.52,,86.48,Electricity,28.22,28.91,11.78,49.86
B009239,Government,,405.86,3,1082.88,Solar,93.0,Electricity,36.64,-13.1,0.32,20.43
B009240,Educational,,169.65,11,12205.61,Wind,89.07,Electricity,34.13,13.91,11.87,67.38
B009241,Residential,,49.68,23,6477.92,Solar,79.79,Biomass,11.76,-1.67,4.52,65.85
B009242,Industrial,,372.3,3,1754.9,Solar,90.35,Electricity,38.48,-16.23,8.44,110.27
B009243,Religious,,135.18,1,3053.91,Hydro,44.36,Electricity,46.3,-18.79,3.01,70.33
B009244,Commercial,,86.44,4,6432.53,Solar,72.79,Biomass,48.54,17.56,1.9,55.81
B009245,Commercial,,754.23,4,5695.27,Biomass,45.83,Biomass,16.27,-13.8,1.39,62.9
B009246,Residential,1910.0,45.53,13,13310.29,Wind,59.12,Biomass,25.74,16.88,0.76,38.94
B009247,Commercial,,1423.9,9,2762.66,Solar,,Mixed Sources,8.98,44.87,4.53,55.25
B009248,Commercial,,861.9,14,7712.79,Wind,76.6,Biomass,5.01,9.61,3.62,60.19
B009249,Residential,1984.0,115.53,21,6753.97,Hydro,53.03,Biomass,16.88,-0.45,7.73,85.14
B009250,Commercial,2008.0,244.26,5,4357.55,Solar,84.85,Electricity,36.41,24.16,5.32,64.24
B009251,Government,2014.0,48.03,16,1550.36,Wind,71.08,Electricity,21.31,8.02,2.87,
B009252,Religious,,558.86,1,2679.91,Solar,79.63,Biomass,25.07,-1.76,1.19,60.85
B009253,Industrial,,1643.12,22,11791.12,Wind,69.48,Electricity,8.25,18.41,11.34,63.79
B009254,Industrial,,393.33,22,13307.86,Wind,88.22,Electricity,33.12,-11.68,7.92,81.19
B009255,Residential,2009.0,144.85,19,3722.09,Geothermal,59.74,Electricity,20.07,-18.61,10.57,
B009256,Residential,,47.08,14,4899.45,Hydro,57.08,Electricity,40.3,31.11,11.41,28.46
B009257,Educational,2003.0,108.64,16,7576.71,,81.4,Electricity,45.48,16.19,5.09,24.93
B009258,Residential,2010.0,21.24,23,14126.61,Hydro,52.36,Electricity,28.44,-7.51,6.47,29.47
B009259,Residential,,57.84,10,5872.54,Solar,50.3,Electricity,37.24,41.74,6.84,97.15
B009260,Industrial,,317.09,23,5355.29,Solar,66.84,Electricity,42.77,41.99,0.84,30.92
B009261,Industrial,,934.35,5,2555.6,,44.89,Electricity,25.12,-7.96,8.29,21.07
B009262,Recreational,,297.61,3,2480.63,Geothermal,39.96,Biomass,30.71,7.34,11.5,111.46
B009263,Government,,286.8,16,4227.86,Biomass,26.67,Electricity,38.92,-9.85,11.3,116.52
B009264,Educational,1993.0,573.9,0,569.47,Solar,73.29,Biomass,5.61,-12.74,8.12,44.49
B009265,Retail,,58.32,10,0.0,,0.0,Coal,50.0,38.7,11.29,74.55
B009266,Residential,1980.0,25.92,19,3033.73,Solar,87.22,Electricity,43.06,17.18,4.04,32.62
B009267,Residential,1973.0,32.61,12,12483.03,Wind,45.87,Electricity,27.3,-5.73,3.1,20.18
B009268,Industrial,,2414.92,0,6627.98,Biomass,45.85,Biomass,5.09,43.44,11.26,65.2
B009269,Commercial,,135.31,5,10303.56,Wind,,Electricity,44.0,39.15,5.03,92.54
B009270,Industrial,1987.0,868.38,4,8454.49,Wind,88.21,Electricity,28.66,24.99,2.36,111.55
B009271,Educational,1908.0,251.98,2,1527.13,Geothermal,,Electricity,49.39,-18.98,1.89,35.07
B009272,Retail,,75.34,22,8644.52,Wind,55.91,Electricity,48.99,-5.44,7.83,99.04
B009273,Residential,,206.14,5,2555.24,Solar,87.76,Electricity,12.54,-18.43,8.92,30.85
B009274,Residential,,40.04,2,9090.98,Solar,86.88,Biomass,41.21,-11.01,7.01,69.71
B009275,Commercial,,435.1,13,3689.65,Geothermal,47.2,Electricity,14.77,-7.31,10.61,7.02
B009276,Educational,2000.0,40.48,14,5891.29,Biomass,12.0,Electricity,42.45,-17.45,11.44,39.05
B009277,Industrial,,1169.96,0,5940.58,Solar,,Electricity,20.43,-11.37,3.01,50.14
B009278,Hospitality,,594.63,8,4309.54,Geothermal,50.84,Electricity,14.73,-0.53,11.19,30.03
B009279,Religious,,80.59,12,8038.76,Hydro,,Electricity,41.58,7.76,4.8,93.23
B009280,Commercial,1946.0,217.15,16,1409.84,Wind,41.87,Biomass,43.37,-12.78,6.51,29.56
B009281,Residential,,16.86,3,4871.59,Wind,77.3,Mixed Sources,37.75,17.38,5.83,27.72
B009282,Residential,,70.24,23,1431.06,Solar,82.38,Biomass,34.75,42.82,3.84,
B009283,Commercial,,274.47,3,7299.34,Solar,77.9,Electricity,45.73,33.34,3.43,90.07
B009284,Government,2005.0,56.13,15,3169.51,Wind,57.9,Biomass,25.83,2.73,8.23,48.49
B009285,Residential,,35.64,12,9841.17,Solar,78.5,Electricity,43.03,32.95,11.54,44.55
B009286,Sports,,359.19,17,2605.17,Geothermal,22.08,Electricity,15.63,-7.94,2.42,
B009287,Government,,1036.03,7,9819.1,Wind,58.48,Electricity,10.21,5.41,0.69,2.47
B009288,Commercial,,117.69,0,17453.83,Hydro,41.51,Biomass,26.64,36.46,7.93,32.07
B009289,Residential,,44.83,1,17309.14,Hydro,58.94,Electricity,24.25,24.17,2.6,73.96
B009290,Commercial,,297.25,6,5548.74,Solar,65.91,Electricity,24.61,-10.76,0.9,70.05
B009291,Healthcare,,72.8,20,1830.53,Geothermal,55.49,Electricity,28.75,18.27,7.87,9.79
B009292,Government,,630.7,4,6847.61,Solar,87.62,Mixed Sources,15.75,2.2,4.86,15.19
B009293,Hospitality,,1276.44,3,11972.48,Wind,60.16,Electricity,8.3,0.26,6.11,88.65
B009294,Residential,1995.0,88.67,1,2125.45,Wind,61.58,Electricity,29.6,-6.38,9.72,98.68
B009295,Commercial,2011.0,232.28,2,13529.74,Hydro,45.68,Mixed Sources,35.52,29.28,5.82,62.28
B009296,Educational,,184.43,6,8083.57,Wind,77.46,Electricity,28.46,33.91,8.22,53.42
B009297,Industrial,,537.94,6,4021.18,Wind,37.98,Electricity,38.9,11.16,10.33,98.78
B009298,Residential,2000.0,112.25,19,8635.97,Wind,45.54,Electricity,19.91,-12.86,9.07,97.44
B009299,Residential,,112.5,6,9596.47,Hydro,75.86,Electricity,23.07,19.12,10.66,59.35
B009300,Residential,,222.57,6,5938.09,Hydro,74.76,Biomass,12.06,40.83,11.42,81.35
B009301,Residential,,194.05,1,6614.23,Solar,61.23,Electricity,8.53,-8.35,4.72,81.23
B009302,Retail,,373.47,9,1844.43,Geothermal,57.42,Mixed Sources,36.04,23.0,5.97,71.21
B009303,Agricultural,,468.86,15,1964.55,Solar,71.01,Biomass,30.24,-19.17,5.63,104.83
B009304,Residential,,65.12,3,6990.8,Hydro,59.16,Electricity,19.38,-16.53,1.78,48.86
B009305,Residential,,41.46,5,9987.49,Solar,81.79,Electricity,37.92,3.99,2.09,61.39
B009306,Residential,1982.0,23.92,1,8716.94,Solar,86.69,Electricity,43.89,-17.72,4.22,70.57
B009307,Commercial,1976.0,170.02,13,4278.74,Geothermal,26.17,Electricity,22.49,19.42,8.31,69.94
B009308,Industrial,,421.61,4,7778.41,Solar,53.52,Mixed Sources,38.95,-13.51,11.88,117.69
B009309,Educational,,58.37,4,916.39,Solar,,Electricity,32.12,21.72,1.04,77.84
B009310,Government,,363.94,13,4092.89,Wind,89.56,Electricity,29.18,-17.44,2.83,13.26
B009311,Healthcare,,135.62,12,8234.12,Solar,59.04,Mixed Sources,21.05,23.25,6.3,49.81
B009312,Residential,,74.7,14,2598.23,Wind,84.56,Electricity,36.93,-9.19,5.53,51.69
B009313,Residential,,88.27,18,1054.48,Biomass,12.43,Electricity,29.98,27.58,3.14,100.61
B009314,Residential,,91.43,5,12773.27,Wind,67.54,Electricity,26.74,-8.48,3.65,100.96
B009315,Residential,,62.89,8,3088.85,Geothermal,20.98,Electricity,35.25,15.65,1.79,83.46
B009316,Residential,,52.21,12,3700.42,Solar,96.35,Mixed Sources,16.22,35.62,11.57,10.35
B009317,Recreational,1988.0,605.88,22,12557.62,Hydro,66.02,Electricity,21.38,-18.3,0.95,69.03
B009318,Residential,,21.94,3,13589.27,Wind,40.76,Electricity,41.62,8.79,0.1,73.19
B009319,Commercial,,235.69,7,14619.15,Wind,54.5,Biomass,32.8,-13.3,3.42,110.53
B009320,Residential,,25.27,3,12410.15,Hydro,74.33,Electricity,28.25,3.04,4.89,41.68
B009321,Residential,2010.0,58.52,3,8491.78,Wind,46.31,Mixed Sources,31.94,9.42,7.25,110.08
B009322,Residential,,11.19,15,10580.3,Wind,59.96,Biomass,45.7,31.83,8.85,96.08
B009323,Residential,,116.81,19,13966.87,Wind,87.2,Electricity,20.79,17.27,7.95,94.16
B009324,Residential,,94.79,10,1510.3,Solar,74.41,Electricity,22.64,44.11,10.71,6.48
B009325,Residential,1992.0,54.37,0,3070.35,Hydro,47.45,Mixed Sources,14.29,-5.88,5.34,
B009326,Commercial,2006.0,204.67,14,3670.18,Solar,90.43,Electricity,48.12,9.7,1.36,17.49
B009327,Residential,2008.0,307.65,4,894.26,Geothermal,36.1,Electricity,5.52,43.59,4.45,110.18
B009328,Commercial,,269.38,9,3319.55,Solar,94.97,Biomass,48.47,10.18,4.76,37.12
B009329,Sports,,173.69,18,3307.21,Wind,77.9,Electricity,27.85,16.0,1.56,33.06
B009330,Residential,1984.0,43.97,19,19954.13,Hydro,52.28,Electricity,16.2,21.65,2.12,17.05
B009331,Healthcare,2023.0,86.01,21,14292.18,Wind,41.45,Biomass,17.86,-18.28,0.42,6.52
B009332,Educational,,42.09,12,1360.91,Solar,85.87,Electricity,46.91,38.82,10.52,35.91
B009333,Commercial,1992.0,691.21,5,648.41,Geothermal,22.94,Electricity,6.46,31.12,5.76,108.63
B009334,Commercial,,84.19,1,3948.46,Solar,,Electricity,38.76,40.36,11.19,19.19
B009335,Residential,,280.23,16,4833.14,,63.84,Electricity,7.16,0.13,8.39,54.6
B009336,Government,,149.52,8,13740.81,Wind,48.28,Mixed Sources,32.42,26.14,1.39,46.31
B009337,Residential,,27.2,16,1291.49,Solar,63.95,Electricity,40.23,6.99,8.98,111.27
B009338,Commercial,,266.59,22,5739.65,Wind,73.51,Electricity,32.0,7.99,11.44,40.09
B009339,Commercial,,296.16,14,12654.52,Wind,43.44,Electricity,16.96,23.99,2.12,41.08
B009340,Sports,,382.26,9,4007.66,Biomass,13.8,Electricity,34.46,19.71,11.77,79.5
B009341,Commercial,,89.69,23,2266.09,Wind,68.18,Mixed Sources,49.69,40.93,1.79,58.4
B009342,Retail,,106.49,14,5519.11,Solar,90.12,Mixed Sources,21.87,39.16,9.56,29.9
