SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S008600,Urban,63.73,38.0,187.65,107.22,16.47,82.6,2536.49,69.86,34.58,Solar Panels,10.85,3186.23,Yes,1.56,21486.16,5.24,184.38,Bhutan,77.74
S008601,Industrial Area,126.58,196.95,15.21,43.87,42.36,72.98,1048.37,67.88,2.4,Efficient HVAC,22.83,1384.73,Yes,,40086.02,16.31,130.89,Thailand,104.58
S008602,Industrial Area,217.79,103.45,18.59,19.95,31.69,53.04,1352.42,57.61,2.15,,5.93,1132.13,Yes,,25397.24,14.47,285.51,India,118.41
S008603,Urban,196.97,173.27,67.69,9.86,21.58,22.87,2347.43,85.57,17.63,Efficient HVAC,28.34,3877.5,Yes,22.42,28876.02,27.12,245.14,India,127.88
S008604,Rural,99.365,107.016,100.89099999999999,61.475,10.7,28.951999999999998,,30.43,-1.17,,35.16,279.99,No,39.47,25532.91,42.98,52.16,Laos,84.95
S008605,Urban,141.87,303.84,107.9,141.93,48.03,17.09,,69.89,23.33,Smart Thermostats,6.86,3505.57,Yes,0.59,28016.26,16.23,186.53,China,153.55
S008606,Industrial Area,51.96,219.31,152.71,67.39,38.91,22.47,849.6,60.02,10.71,LED Lighting,23.69,1531.17,Yes,46.91,19922.18,33.36,80.5,Malaysia,99.31
S008607,Urban,38.72,314.05,180.83,111.82,34.01,39.28,1616.18,85.25999999999999,5.55,Efficient HVAC,32.1,4565.51,No,46.92,47993.74,56.66,192.9,Philippines,121.97
S008608,Suburban,141.35,334.55,176.39,31.59,42.14,27.97,5336.6,77.50999999999999,32.59,Solar Panels,35.73,375.48,Yes,36.5,37883.82,16.88,66.26,India,158.68
S008609,Suburban,65.36,247.38,122.72,96.47,11.88,80.65,6260.18,58.31,18.08,Solar Panels,23.17,863.8,No,12.38,46092.0,27.69,70.67,India,108.9
S008610,Urban,134.0,198.29,82.35,30.67,38.79,76.13,700.59,40.63,26.32,LED Lighting,10.86,2808.34,No,17.51,10966.18,18.48,284.12,Malaysia,116.36
S008611,Industrial Area,147.09,321.87,74.42,51.45,37.4,49.87,1190.85,49.400000000000006,25.66,Solar Panels,21.9,637.57,Yes,16.84,26322.17,49.1,212.71,Myanmar,145.75
S008612,Rural,74.23,182.37599999999998,25.360999999999997,45.295,16.83,5.884,,52.25,31.74,Solar Panels,26.16,166.65,Yes,24.89,20197.0,34.64,122.31,Kazakhstan,76.48
S008613,Urban,15.68,175.77,36.85,66.81,19.84,86.12,720.35,33.65,27.47,Solar Panels,6.75,3854.77,Yes,4.67,36965.73,43.62,81.62,Maldives,59.92
S008614,Urban,106.34,102.68,78.11,78.16,42.93,99.51,2946.82,68.58,3.01,Solar Panels,10.12,3595.51,No,5.18,35160.25,54.66,290.86,Georgia,91.87
S008615,Industrial Area,27.11,51.22,113.97,35.83,16.75,60.08,858.05,59.4,13.03,,17.25,1560.32,Yes,17.16,38206.1,5.98,86.4,Malaysia,46.45
S008616,Urban,103.62,258.59,137.07,16.58,29.08,42.76,2301.52,60.42,-4.82,Efficient HVAC,24.02,4848.31,Yes,44.78,10973.5,40.87,241.9,Azerbaijan,120.43
S008617,Rural,107.845,134.646,114.163,49.335,8.035,35.492000000000004,8779.16,66.3,-1.78,,11.18,144.92,No,15.38,36768.36,55.01,130.67,India,94.7
S008618,Urban,36.18,136.03,122.11,44.88,44.19,47.07,1915.17,32.79,-2.02,Solar Panels,20.87,3687.05,Yes,46.33,34085.71,8.11,267.05,Uzbekistan,71.25
S008619,Rural,59.415,194.088,22.162,23.35,0.975,10.58,6204.21,38.78,8.45,LED Lighting,7.99,244.62,Yes,6.57,5504.29,16.36,89.49,Sri Lanka,68.87
S008620,Urban,90.1,75.5,132.36,110.23,22.76,92.07,1188.1,71.28,26.61,Efficient HVAC,29.08,2283.54,Yes,,7051.31,40.4,262.04,Armenia,88.9
S008621,Suburban,6.2,80.08,146.04,127.54,38.37,87.99,5797.65,56.73,5.12,Solar Panels,10.07,,Yes,1.65,41165.04,51.22,113.12,Kazakhstan,61.39
S008622,Industrial Area,236.7,43.76,95.91,24.07,46.3,78.54,1076.21,73.49,24.73,LED Lighting,9.15,1140.49,Yes,5.76,38261.3,15.34,207.72,Armenia,128.78
S008623,Industrial Area,68.36,17.9,86.0,14.72,16.38,43.38,942.87,54.75,32.35,Efficient HVAC,28.93,518.64,Yes,28.43,45414.22,35.99,74.19,Kyrgyzstan,49.1
S008624,Rural,112.55,69.264,108.75200000000001,54.955,1.92,6.188000000000001,,68.99,4.62,LED Lighting,36.95,159.22,No,48.94,34731.78,47.33,164.74,Maldives,81.18
S008625,Urban,165.85,88.3,59.59,121.19,40.69,25.82,1137.61,62.93,7.6,Solar Panels,12.54,1557.73,Yes,2.01,36878.62,24.01,234.63,Kyrgyzstan,110.42
S008626,Industrial Area,193.93,193.2,155.23,47.56,40.21,90.85,,85.85,2.41,Solar Panels,26.91,1240.72,Yes,30.62,6480.22,15.91,154.17,Nepal,152.82
S008627,Industrial Area,214.14,136.94,166.49,63.29,27.59,42.38,,55.74,29.52,Smart Thermostats,26.82,1672.53,Yes,43.13,45201.33,56.68,132.82,Malaysia,149.22
S008628,Urban,248.3,45.5,176.24,11.01,3.5,32.85,1623.44,74.53999999999999,7.47,Solar Panels,20.7,2123.91,No,37.43,8153.48,53.74,93.47,Tajikistan,137.95
S008629,Urban,166.63,273.77,47.66,143.42,46.57,45.85,,82.22999999999999,1.88,Solar Panels,24.45,3223.22,Yes,27.45,22538.65,49.17,255.23,China,149.85
S008630,Rural,11.615,51.294,60.025,28.125,4.355,16.524,,50.94,7.99,Solar Panels,28.11,146.34,No,29.35,6886.45,11.7,77.29,Bhutan,27.98
S008631,Urban,201.8,257.74,167.56,17.11,11.55,76.19,1642.44,51.35,1.92,LED Lighting,23.27,2125.57,No,11.47,25255.17,5.44,97.9,Armenia,164.08
S008632,Urban,199.84,190.55,88.18,135.5,37.25,32.83,1129.17,47.970000000000006,30.43,Efficient HVAC,27.71,1594.76,No,44.01,12906.0,27.14,259.38,South Korea,150.19
S008633,Urban,229.77,284.84,106.53,76.64,27.1,17.27,1151.23,84.85,-6.98,,30.8,2300.47,No,38.21,27508.06,39.86,242.41,Georgia,176.09
S008634,Suburban,206.86,170.93,100.97,120.44,16.4,72.84,5047.67,70.09,22.53,Solar Panels,16.62,,Yes,21.95,5124.83,6.86,260.03,Indonesia,149.4
S008635,Rural,34.625,113.316,138.446,38.775,9.71,16.02,,42.5,-8.63,Solar Panels,28.83,83.41,Yes,34.78,25002.82,15.15,232.4,Brunei,62.93
S008636,Rural,29.85,181.272,134.37199999999999,36.87,9.16,31.288,6895.62,37.08,-9.19,Solar Panels,5.04,138.16,Yes,0.91,21958.93,57.29,234.55,Laos,74.52
S008637,Suburban,104.13,247.11,62.18,133.34,19.06,8.8,5250.44,72.89,16.78,Smart Thermostats,21.78,423.24,No,13.08,25073.57,50.72,149.67,Cambodia,116.08
S008638,Rural,90.245,172.572,66.16399999999999,17.095,7.64,6.28,8164.27,79.85,0.88,Insulation,11.01,160.01,No,9.06,35313.2,5.27,221.15,Tajikistan,83.32
S008639,Industrial Area,178.79,62.06,58.5,110.34,34.48,53.32,660.1,73.86,0.09,LED Lighting,9.97,1238.11,No,0.18,11785.99,30.02,247.92,Sri Lanka,109.85
S008640,Rural,47.385,109.836,10.738,7.38,14.95,20.372,6279.14,36.76,28.01,Smart Thermostats,26.49,223.25,No,16.63,49869.69,16.91,237.01,India,45.78
S008641,Rural,56.965,92.28,49.791,32.92,8.27,30.076,5237.65,75.12,34.44,Solar Panels,26.84,223.96,No,31.63,7828.93,43.66,207.49,Japan,54.33
S008642,Urban,26.03,158.25,101.82,109.82,24.26,47.51,2474.49,56.08,9.73,Smart Thermostats,12.56,1919.67,No,1.92,9711.43,30.13,73.45,Uzbekistan,73.12
S008643,Urban,230.02,169.78,163.79,89.85,9.51,16.75,2225.91,47.88,2.53,LED Lighting,32.58,,No,31.12,39902.02,48.62,255.18,Kazakhstan,161.31
S008644,Industrial Area,41.56,281.84,197.83,112.8,29.99,27.65,696.7,46.09,9.92,Smart Thermostats,27.69,1886.84,No,41.99,23464.97,10.44,254.79,Kyrgyzstan,118.33
S008645,Industrial Area,166.13,287.84,117.07,133.27,48.59,80.44,739.25,87.28999999999999,2.03,Insulation,32.8,1616.59,No,30.11,42747.48,16.63,141.62,Sri Lanka,163.79
S008646,Rural,121.24,30.522,59.171,5.0,8.635,18.864,6979.18,63.2,1.02,Solar Panels,7.61,260.18,Yes,6.49,26493.31,29.39,104.7,Kyrgyzstan,65.78
S008647,Suburban,28.78,125.7,66.36,74.82,38.25,61.41,4969.34,32.27,28.74,,21.73,490.94,No,22.86,49864.15,20.91,267.17,Brunei,60.98
S008648,Industrial Area,127.25,211.33,85.7,38.22,11.58,16.2,,44.800000000000004,22.27,Efficient HVAC,22.53,,No,45.87,37584.3,32.23,229.17,Tajikistan,111.81
S008649,Rural,46.035,190.66199999999998,139.48199999999997,54.88,8.895,25.560000000000002,,33.34,9.68,Smart Thermostats,29.86,,Yes,37.25,28456.3,21.18,57.09,Bhutan,85.12
S008650,Urban,141.73,138.57,191.75,57.62,30.63,17.98,1815.24,43.82,2.92,Solar Panels,29.75,,Yes,48.9,28883.55,42.13,88.89,Laos,122.89
S008651,Rural,99.73,107.38199999999999,10.0,10.145,22.4,37.224000000000004,7753.19,50.29,-3.98,Smart Thermostats,8.34,215.98,Yes,,27004.07,30.2,69.11,Malaysia,67.98
S008652,Industrial Area,18.07,284.44,68.95,77.69,10.12,7.7,886.56,80.78,-1.49,Solar Panels,12.89,1172.77,No,,36966.44,59.37,95.41,Japan,83.62
S008653,Rural,89.885,130.566,41.713,50.17,21.305,2.0,5638.53,41.36,26.48,Solar Panels,6.58,253.8,Yes,5.27,41901.81,25.48,50.52,Pakistan,75.57
S008654,Industrial Area,141.68,187.57,78.69,35.57,33.5,2.49,857.09,66.28,14.82,Solar Panels,28.4,1499.52,No,43.69,31819.01,7.55,278.84,India,113.02
S008655,Industrial Area,131.51,323.48,104.03,96.67,17.68,14.19,1365.1,74.39,0.27,,24.96,1973.15,Yes,44.44,45270.66,26.73,183.44,Mongolia,145.05
S008656,Rural,84.955,73.884,119.53199999999998,46.755,3.875,5.476,7197.48,78.19,27.51,LED Lighting,12.53,191.97,Yes,7.93,35586.89,43.81,285.74,Vietnam,72.03
S008657,Rural,30.385,179.148,92.722,26.81,2.455,27.348000000000003,7471.57,64.85,3.57,Efficient HVAC,6.61,283.98,No,4.94,9706.67,13.65,100.58,Japan,66.19
S008658,Rural,49.955,73.434,10.0,39.845,13.365,17.188,6264.67,45.62,33.52,Solar Panels,10.77,165.38,No,26.7,40641.7,50.86,56.67,Sri Lanka,42.35
S008659,Industrial Area,197.43,153.21,85.24,53.27,12.55,92.54,1022.65,50.81,12.58,Solar Panels,27.64,1036.96,No,19.21,21987.42,13.57,148.02,Afghanistan,133.61
S008660,Urban,54.1,208.9,148.28,38.43,22.67,77.71,1756.8,44.980000000000004,21.28,LED Lighting,20.29,4458.4,Yes,16.75,47340.43,48.18,108.86,Pakistan,95.66
S008661,Urban,134.01,31.58,144.49,96.81,11.28,23.59,,62.36,16.36,Solar Panels,14.94,4455.75,Yes,24.65,9812.61,46.59,185.07,Myanmar,93.58
S008662,Urban,86.18,250.74,101.68,56.66,29.69,73.66,,69.75,-9.82,Solar Panels,39.13,3883.05,Yes,39.03,8634.8,15.69,105.42,Yemen,112.19
S008663,Urban,117.26,241.2,178.9,146.97,31.86,51.2,782.43,50.410000000000004,30.72,LED Lighting,5.25,,No,0.36,41359.54,27.05,272.23,Bangladesh,142.42
S008664,Rural,11.51,56.07599999999999,55.076,40.055,12.84,37.852,9486.37,52.05,6.46,Solar Panels,24.45,82.89,No,,46026.05,18.72,83.3,Cambodia,31.26
S008665,Rural,63.075,141.504,26.089000000000002,64.01,24.95,32.392,8807.14,36.26,23.49,LED Lighting,19.29,87.05,No,26.02,29820.0,31.94,236.71,Maldives,67.96
S008666,Urban,131.42,48.41,82.55,63.84,26.28,63.15,1478.74,79.37,-9.59,Solar Panels,33.31,4667.29,No,39.93,45916.08,39.23,265.72,Azerbaijan,86.8
S008667,Industrial Area,177.19,222.92,167.91,82.22,7.46,14.33,1282.29,52.29,18.49,LED Lighting,11.29,737.48,No,2.56,17847.01,50.31,121.21,Uzbekistan,150.33
S008668,Urban,163.25,104.66,54.31,30.95,0.84,65.36,,76.03999999999999,21.81,,10.22,4791.77,No,23.92,12193.1,42.7,280.72,China,100.83
S008669,Industrial Area,200.04,96.22,109.15,75.76,29.45,70.56,,76.1,19.46,LED Lighting,35.05,1403.12,No,39.03,25513.38,20.02,101.97,Afghanistan,129.68
S008670,Rural,90.625,62.802,129.514,5.0,22.95,16.092,8478.23,34.29,-4.54,Insulation,25.7,176.79,Yes,23.16,21298.97,10.13,129.87,Thailand,71.84
S008671,Industrial Area,218.22,188.8,128.12,64.38,15.11,95.98,753.66,66.21,20.01,Solar Panels,12.16,1675.68,No,12.69,44206.32,56.84,75.85,Maldives,157.01
S008672,Rural,33.145,146.796,46.207,27.03,23.91,27.912000000000003,7309.56,34.73,18.64,Efficient HVAC,19.86,218.9,No,24.97,17792.93,57.16,221.33,Timor-Leste,56.04
S008673,Urban,134.98,265.4,144.76,17.8,6.75,50.66,1506.02,46.52,33.43,Solar Panels,6.29,,No,7.31,40851.36,29.45,283.38,Indonesia,133.77
S008674,Suburban,50.29,16.93,82.13,47.15,21.26,12.12,,35.85,-2.98,Smart Thermostats,21.02,451.84,No,46.72,47390.18,40.47,249.84,Bangladesh,43.27
S008675,Rural,97.725,164.088,102.00399999999999,5.105,15.71,26.692000000000004,,51.53,21.75,,13.85,228.02,No,5.45,48161.73,29.23,288.32,Sri Lanka,90.62
S008676,Industrial Area,175.69,145.89,126.27,59.14,8.64,72.58,715.2,75.06,-2.58,LED Lighting,13.94,919.61,Yes,0.68,31596.04,29.07,64.64,Mongolia,128.8
S008677,Urban,131.04,144.41,82.15,120.09,12.3,49.78,2835.54,56.95,29.44,Efficient HVAC,33.45,3937.82,Yes,33.61,34261.78,35.34,118.14,Myanmar,109.35
S008678,Rural,96.09,183.91799999999998,96.03299999999999,65.1,0.84,26.332,,37.76,-2.39,Solar Panels,10.67,264.91,Yes,14.79,12318.97,40.32,256.79,Armenia,97.54
S008679,Urban,20.79,116.29,75.23,68.58,32.1,82.91,2327.62,44.94,4.87,LED Lighting,11.88,4688.73,Yes,7.26,37475.59,9.91,85.06,Laos,57.07
S008680,Suburban,222.37,339.43,108.39,124.92,1.6,11.01,,69.7,31.509999999999998,,11.38,865.47,Yes,5.78,34865.35,40.25,278.54,Afghanistan,186.29
S008681,Industrial Area,248.38,131.75,52.34,139.43,37.5,25.8,1044.16,43.84,-9.0,Solar Panels,12.44,604.64,No,4.5,25120.41,6.34,264.21,Yemen,152.54
S008682,Rural,110.71,60.108000000000004,20.909,25.615,21.185,2.2520000000000002,6263.43,66.04,18.99,LED Lighting,34.67,219.2,No,35.71,33974.73,5.33,106.54,Brunei,64.23
S008683,Rural,124.17,194.45399999999998,36.217999999999996,45.6,11.98,34.62,9326.39,64.22,7.56,Efficient HVAC,14.26,287.88,No,27.42,41451.79,28.49,247.34,South Korea,101.48
S008684,Rural,85.315,192.642,131.096,49.05,22.92,38.44,8306.51,78.1,32.5,LED Lighting,21.13,147.39,No,,29717.8,29.51,226.44,Pakistan,101.44
S008685,Industrial Area,209.6,164.75,47.98,26.2,40.08,51.89,861.47,46.92,27.4,Solar Panels,39.88,,No,,30674.49,43.9,187.66,China,133.21
S008686,Urban,60.78,265.65,146.52,118.59,13.65,48.62,2831.26,61.720000000000006,7.88,Efficient HVAC,33.98,,No,45.4,5968.62,33.62,268.8,Azerbaijan,115.07
S008687,Industrial Area,42.58,153.36,123.89,141.33,6.7,59.08,,47.54,9.51,Efficient HVAC,20.8,918.78,Yes,16.28,47309.46,23.65,165.62,Indonesia,84.04
S008688,Industrial Area,60.59,263.8,156.31,124.83,42.97,16.25,927.72,70.17999999999999,29.99,Smart Thermostats,10.32,791.54,No,5.79,49667.63,8.28,170.99,South Korea,118.04
S008689,Rural,88.71,132.24,126.756,57.285,14.845,15.9,,75.35,31.67,Solar Panels,32.77,197.42,Yes,45.08,32634.71,59.04,293.09,Thailand,88.95
S008690,Urban,158.8,57.32,111.73,143.01,9.69,3.01,,62.980000000000004,22.41,LED Lighting,16.58,2610.39,No,15.46,11745.94,28.13,169.37,Georgia,107.16
S008691,Suburban,164.07,32.93,104.39,108.27,18.06,7.98,,46.27,6.82,Efficient HVAC,11.44,364.4,Yes,11.59,41322.19,17.97,192.21,Philippines,100.9
S008692,Rural,101.695,80.33399999999999,38.941,55.44,17.075,10.604000000000001,8875.68,77.66,4.71,LED Lighting,22.64,262.8,Yes,,11399.08,28.72,299.3,Bangladesh,70.37
S008693,Industrial Area,18.28,150.96,82.86,43.72,20.43,31.28,569.55,73.27,15.97,Efficient HVAC,26.18,894.68,Yes,38.32,17008.12,13.96,166.97,Brunei,57.91
S008694,Rural,7.83,205.66799999999998,42.966,11.5,6.82,8.708,9636.73,56.34,9.99,,25.79,126.2,Yes,47.25,26110.58,40.55,180.76,Kazakhstan,52.98
S008695,Rural,84.28,109.194,110.41099999999999,10.93,6.145,36.512,7684.71,33.66,30.44,Efficient HVAC,35.58,104.82,No,42.22,9193.74,50.79,150.04,Turkmenistan,75.65
S008696,Rural,46.725,14.873999999999999,74.732,5.0,9.0,5.804,8222.91,49.77,10.54,Solar Panels,20.94,221.14,Yes,,44371.88,55.74,162.42,Georgia,34.56
S008697,Urban,171.26,322.45,106.48,69.42,49.17,73.65,599.67,55.31,-3.02,Efficient HVAC,21.68,4147.67,Yes,18.45,34281.98,30.09,215.5,Nepal,164.51
S008698,Rural,106.11,193.632,85.28099999999999,5.0,4.76,17.304,8079.03,35.08,15.43,Solar Panels,19.44,262.06,No,28.22,43586.19,33.86,297.21,South Korea,95.8
S008699,Industrial Area,69.22,128.89,79.95,124.73,10.0,79.51,,35.78,10.02,Efficient HVAC,10.01,1575.56,No,20.02,45443.61,9.34,73.29,Armenia,82.91
S008700,Industrial Area,163.92,235.29,98.74,37.68,41.19,49.25,820.58,68.53,-3.09,Solar Panels,21.17,,Yes,34.58,21508.08,58.18,145.37,China,137.79
S008701,Rural,77.755,20.831999999999997,90.71999999999998,55.39,8.75,35.388,6393.16,47.74,9.26,Efficient HVAC,16.59,78.14,Yes,24.52,46482.14,27.62,60.19,Kazakhstan,57.06
S008702,Rural,28.885,178.70399999999998,35.854,67.325,11.24,29.528,9036.32,49.16,13.68,Efficient HVAC,10.34,254.61,Yes,16.66,37119.98,25.82,185.95,Timor-Leste,62.01
S008703,Rural,108.395,13.26,78.526,5.0,2.07,16.184,,76.35,28.33,Efficient HVAC,26.44,200.43,No,13.47,5149.99,40.25,67.53,Bhutan,59.31
S008704,Industrial Area,139.63,308.98,194.97,106.91,26.39,69.75,,46.34,26.02,Solar Panels,21.91,939.66,Yes,40.78,31969.09,11.98,96.2,Laos,163.71
S008705,Urban,100.47,166.93,148.22,18.67,26.36,72.14,,37.55,9.94,Solar Panels,39.76,1339.79,Yes,36.31,17097.23,43.85,151.58,Yemen,103.92
S008706,Industrial Area,118.02,284.07,93.07,127.04,28.95,80.22,,81.25999999999999,24.12,Efficient HVAC,11.26,1367.6,No,12.86,48115.52,29.55,214.51,Malaysia,137.59
S008707,Rural,124.17,201.12599999999998,33.656,12.02,21.02,8.36,9053.92,48.96,-6.3,Insulation,16.45,145.02,No,13.44,28868.29,33.85,296.08,Bhutan,98.66
S008708,Urban,211.42,135.25,124.71,16.85,23.13,90.04,2032.71,59.88,16.59,,36.83,3713.1,No,48.52,48712.26,31.37,252.18,Singapore,138.82
S008709,Rural,67.575,137.274,135.75799999999998,18.975,22.575,20.980000000000004,,36.61,34.29,Solar Panels,32.04,74.15,Yes,32.38,22379.64,17.91,86.89,Maldives,80.05
S008710,Urban,222.56,117.5,75.7,143.95,10.69,72.15,1038.7,68.47,14.75,Solar Panels,23.48,4035.33,Yes,13.17,24383.82,28.54,159.37,Malaysia,142.95
S008711,Industrial Area,165.23,291.88,23.3,93.5,36.49,43.25,1414.09,65.23,3.71,Solar Panels,35.68,1140.43,Yes,43.25,26240.41,5.8,97.16,Uzbekistan,143.12
S008712,Industrial Area,119.67,180.33,113.51,96.65,18.47,77.04,603.0,79.19,24.61,LED Lighting,12.36,1666.08,Yes,22.12,24534.99,42.59,180.87,Uzbekistan,116.32
S008713,Rural,44.335,154.536,71.61,40.25,19.385,34.688,6238.25,57.89,-5.32,Efficient HVAC,11.18,64.21,No,,13822.55,14.36,151.66,Cambodia,67.08
S008714,Industrial Area,58.49,229.77,138.29,69.91,6.42,68.88,,55.75,-1.17,Efficient HVAC,11.77,1154.24,No,,24288.2,33.05,141.11,China,101.17
S008715,Rural,33.185,83.28,108.13599999999998,32.25,3.27,37.212,8987.68,38.75,7.66,Efficient HVAC,27.58,,No,27.57,18336.89,50.51,62.78,Kyrgyzstan,51.56
S008716,Urban,54.53,10.85,191.06,97.98,33.57,4.61,,57.1,20.96,LED Lighting,18.44,1549.5,Yes,24.04,24969.64,50.42,181.49,Afghanistan,66.03
S008717,Industrial Area,226.5,190.18,124.23,64.73,39.2,73.94,1274.22,40.74,-8.46,LED Lighting,10.6,1028.31,Yes,11.38,46428.75,34.17,180.94,South Korea,161.36
S008718,Rural,85.27,61.686,11.41,36.375,18.04,11.308,,66.59,26.49,,28.73,,Yes,35.95,35631.92,43.11,54.51,India,54.16
S008719,Industrial Area,209.82,122.19,176.06,80.51,41.81,23.85,1186.41,68.72,1.1,LED Lighting,24.6,1553.6,No,22.79,39428.76,49.97,145.32,Uzbekistan,148.2
S008720,Urban,15.97,105.07,116.99,25.64,10.57,15.45,,35.2,1.8,Solar Panels,13.83,2919.56,Yes,20.81,43992.96,54.34,104.09,Laos,49.34
S008721,Industrial Area,224.54,21.59,128.86,142.31,7.29,50.01,1170.32,68.5,-0.39,LED Lighting,25.97,1709.28,Yes,35.61,48378.36,40.69,193.75,Armenia,130.92
S008722,Urban,121.11,239.97,150.43,49.12,41.68,18.16,,72.75999999999999,20.63,Efficient HVAC,10.45,4266.44,Yes,26.12,22344.67,34.45,242.06,India,128.99
S008723,Urban,58.98,44.59,190.22,19.54,37.76,10.05,1916.23,60.88,28.13,Efficient HVAC,28.14,4619.32,Yes,40.99,11427.09,33.38,82.99,Afghanistan,67.28
S008724,Urban,180.7,143.82,149.67,51.4,37.51,48.64,604.52,70.97,33.4,LED Lighting,33.28,2006.24,No,33.51,16818.47,47.24,62.49,South Korea,134.82
S008725,Rural,121.875,64.914,77.0,37.175,2.36,37.327999999999996,6742.98,61.01,16.11,LED Lighting,25.02,238.22,Yes,27.91,6374.13,19.93,174.6,Laos,79.1
S008726,Urban,44.98,181.4,12.06,109.44,4.76,54.57,1081.58,79.75,-2.04,Solar Panels,26.78,4500.73,No,44.96,24692.56,56.72,221.7,Kazakhstan,70.23
S008727,Industrial Area,25.25,124.42,117.45,137.0,4.93,53.86,803.72,78.24,9.34,LED Lighting,26.58,1376.65,Yes,16.59,32322.28,6.31,251.95,Singapore,69.49
S008728,Urban,89.72,248.3,10.4,130.35,29.11,80.59,1392.69,40.59,33.82,Smart Thermostats,9.72,3646.32,No,4.85,18653.33,9.37,177.49,Bangladesh,107.08
S008729,Suburban,180.34,205.96,192.56,122.63,35.58,11.96,,46.410000000000004,19.64,LED Lighting,23.16,974.38,No,27.71,39267.76,20.22,227.87,South Korea,158.63
S008730,Suburban,218.5,40.79,20.62,34.56,48.74,81.97,6063.75,39.0,15.74,LED Lighting,25.1,338.14,Yes,,35394.98,16.01,139.75,Philippines,111.08
S008731,Suburban,143.96,139.89,195.6,143.03,1.12,8.29,6004.17,36.45,18.24,Solar Panels,22.15,629.05,Yes,40.44,45589.74,34.26,235.27,Azerbaijan,129.73
S008732,Rural,24.115,161.04,127.38599999999998,44.015,16.825,9.644,6070.31,45.21,11.26,Solar Panels,33.05,264.79,No,49.39,49791.72,36.11,153.12,Philippines,67.53
S008733,Urban,100.56,123.02,120.52,89.23,13.29,42.31,2965.44,47.66,-9.99,Solar Panels,23.78,4703.93,No,40.6,19437.29,57.88,246.25,Kazakhstan,95.27
S008734,Rural,7.61,10.0,128.009,18.295,6.5,37.760000000000005,,31.26,-6.77,Efficient HVAC,37.65,224.06,Yes,40.94,21970.48,58.87,170.55,Myanmar,28.61
S008735,Urban,238.78,168.99,173.73,39.02,16.69,71.78,983.84,44.690000000000005,-2.03,Efficient HVAC,29.66,1431.14,Yes,22.09,29941.65,57.69,63.94,Kyrgyzstan,164.53
S008736,Urban,196.04,285.82,147.72,66.58,29.96,42.54,2531.96,42.2,29.18,Solar Panels,38.28,1276.01,Yes,34.72,20598.32,18.02,187.43,Uzbekistan,169.52
S008737,Industrial Area,57.37,175.36,120.12,39.54,26.0,41.74,866.25,37.41,16.32,LED Lighting,8.28,644.46,Yes,7.73,20193.9,16.78,97.54,Nepal,84.68
S008738,Urban,119.17,32.68,119.58,39.01,14.18,17.35,632.92,38.51,32.95,Solar Panels,35.35,2648.39,Yes,37.31,49566.14,27.98,69.86,Nepal,78.33
S008739,Rural,52.63,30.929999999999996,41.671,11.98,3.875,26.727999999999998,5750.08,44.91,7.42,LED Lighting,24.5,,Yes,27.39,15865.65,37.82,163.16,China,36.41
S008740,Urban,215.33,27.93,163.72,17.3,9.48,20.16,,64.03999999999999,17.32,Solar Panels,7.74,1311.11,Yes,1.24,11521.36,15.56,94.65,Bhutan,119.96
S008741,Industrial Area,83.16,193.03,57.01,25.4,7.67,98.97,,62.68,9.72,LED Lighting,27.15,1967.85,Yes,30.37,5210.56,10.2,251.24,Philippines,88.68
S008742,Urban,207.26,254.97,123.75,106.27,12.14,17.83,1374.05,38.25,2.45,Solar Panels,17.99,2564.11,No,16.42,15125.97,14.02,175.7,Mongolia,165.19
S008743,Industrial Area,57.9,183.47,133.95,94.2,12.8,31.91,,67.37,3.93,Solar Panels,29.18,603.46,No,29.2,49074.53,22.46,199.01,Philippines,92.24
S008744,Urban,162.14,152.99,97.87,27.65,37.89,11.28,2545.26,60.49,26.41,Solar Panels,28.98,2456.64,No,25.56,12989.58,55.25,172.84,Maldives,117.25
S008745,Industrial Area,233.67,216.74,30.31,88.7,38.76,14.87,976.88,57.980000000000004,-0.75,,36.24,,No,49.73,43523.37,35.98,117.62,Afghanistan,154.85
S008746,Urban,79.29,262.77,122.69,77.69,18.53,26.18,2109.37,74.69999999999999,33.07,LED Lighting,28.82,2798.87,Yes,41.6,34037.21,44.0,224.88,Yemen,113.6
S008747,Urban,58.72,121.52,180.93,49.17,27.6,91.04,,56.77,24.84,Solar Panels,18.57,2416.76,Yes,18.66,37260.31,5.61,67.27,China,87.16
S008748,Suburban,125.97,344.45,123.67,58.5,20.52,87.2,5031.43,62.38,9.57,Solar Panels,9.25,756.74,No,1.37,28530.69,46.66,172.76,Bhutan,150.09
S008749,Urban,82.63,345.14,93.79,128.38,30.23,44.64,1537.72,73.17,-3.2,Solar Panels,7.61,3093.79,Yes,8.96,45161.73,37.75,248.31,Myanmar,134.24
